Camera,Site ID,Organization,Active Status,Online Status,County,Colocated Cameras,Longitude ,Latitude,Camera URL,Network URL,Image URL
College Peak 2,college,alertcalifornia,active,online,Los Angeles,College Peak 1,-118.01,34.01,https://cameras.alertcalifornia.org/?id=Axis-College2,https://cameras.alertcalifornia.org/?pos=34.01_-118.01_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-College2/latest-frame.jpg
Johnstone Peak 1,johnstone,alertcalifornia,active,online,Los Angeles,Johnstone Peak 2,-117.8,34.15,https://cameras.alertcalifornia.org/?id=Axis-Johnstone1,https://cameras.alertcalifornia.org/?pos=34.15_-117.80_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Johnstone1/latest-frame.jpg
Johnstone Peak 2,johnstone,alertcalifornia,active,online,Los Angeles,Johnstone Peak 1,-117.8,34.15,https://cameras.alertcalifornia.org/?id=Axis-Johnstone2,https://cameras.alertcalifornia.org/?pos=34.15_-117.80_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Johnstone2/latest-frame.jpg
Sunset Peak 1,sunset,alertcalifornia,active,online,Los Angeles,Sunset Peak 2,-117.7,34.18,https://cameras.alertcalifornia.org/?id=Axis-Sunset1,https://cameras.alertcalifornia.org/?pos=34.18_-117.70_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Sunset1/latest-frame.jpg
Sunset Peak 2,sunset,alertcalifornia,active,online,Los Angeles,Sunset Peak 1,-117.7,34.18,https://cameras.alertcalifornia.org/?id=Axis-Sunset2,https://cameras.alertcalifornia.org/?pos=34.18_-117.70_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Sunset2/latest-frame.jpg
Rancho Cucamonga FTC 1,ranchocucamongaftc,alertcalifornia,active,online,San Bernardino,Rancho Cucamonga FTC 2,-117.55,34.09,https://cameras.alertcalifornia.org/?id=Axis-RanchoCucamongaFTC1,https://cameras.alertcalifornia.org/?pos=34.09_-117.55_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-RanchoCucamongaFTC1/latest-frame.jpg
Rancho Cucamonga FTC 2,ranchocucamongaftc,alertcalifornia,active,online,San Bernardino,Rancho Cucamonga FTC 1,-117.55,34.09,https://cameras.alertcalifornia.org/?id=Axis-RanchoCucamongaFTC2,https://cameras.alertcalifornia.org/?pos=34.09_-117.55_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-RanchoCucamongaFTC2/latest-frame.jpg
San Sevaine Lookout 1,sansevaine,alertcalifornia,active,online,San Bernardino,San Sevaine Lookout 2,-117.5,34.21,https://cameras.alertcalifornia.org/?id=Axis-SanSevaine1,https://cameras.alertcalifornia.org/?pos=34.21_-117.50_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SanSevaine1/latest-frame.jpg
San Sevaine Lookout 2,sansevaine,alertcalifornia,active,online,San Bernardino,San Sevaine Lookout 1,-117.5,34.21,https://cameras.alertcalifornia.org/?id=Axis-SanSevaine2,https://cameras.alertcalifornia.org/?pos=34.21_-117.50_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-SanSevaine2/latest-frame.jpg
Fontana 1,fontana,alertcalifornia,active,online,San Bernardino,Fontana 2,-117.47,34.17,https://cameras.alertcalifornia.org/?id=Axis-Fontana1,https://cameras.alertcalifornia.org/?pos=34.17_-117.47_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Fontana1/latest-frame.jpg
Fontana 2,fontana,alertcalifornia,active,online,San Bernardino,Fontana 1,-117.47,34.17,https://cameras.alertcalifornia.org/?id=Axis-Fontana2,https://cameras.alertcalifornia.org/?pos=34.17_-117.47_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Fontana2/latest-frame.jpg
Bailey Peak 1,baileypeak,alertcalifornia,active,online,San Bernardino,Bailey Peak 2,-117.36,34.25,https://cameras.alertcalifornia.org/?id=Axis-BaileyPeak1,https://cameras.alertcalifornia.org/?pos=34.25_-117.36_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BaileyPeak1/latest-frame.jpg
Bailey Peak 2,baileypeak,alertcalifornia,active,online,San Bernardino,Bailey Peak 1,-117.36,34.25,https://cameras.alertcalifornia.org/?id=Axis-BaileyPeak2,https://cameras.alertcalifornia.org/?pos=34.25_-117.36_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-BaileyPeak2/latest-frame.jpg
Crestline Ridge 1,crestline,alertcalifornia,active,online,San Bernardino,Crestline Ridge 2,-117.31,34.23,https://cameras.alertcalifornia.org/?id=Axis-Crestline1,https://cameras.alertcalifornia.org/?pos=34.23_-117.31_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Crestline1/latest-frame.jpg
Crestline Ridge 2,crestline,alertcalifornia,active,online,San Bernardino,Crestline Ridge 1,-117.31,34.23,https://cameras.alertcalifornia.org/?id=Axis-Crestline2,https://cameras.alertcalifornia.org/?pos=34.23_-117.31_10,https://cameras.alertcalifornia.org/public-camera-data/Axis-Crestline2/latest-frame.jpg
